id;authid;authname;surname;affilname;affiliation_city;affiliation_country;title;review;text;citedby_count;author_count;keywords;year;subjects_area;nref;review2
139;57210604639;Narang U.;Narang;NA;NA;NA;The “Idea Advantage”: How Content Sharing Strategies Impact Engagement in Online Learning Platforms;Journal of Marketing Research;In recent years, online learning platforms (e.g., Coursera, edX) have experienced massive growth and have reached nearly 200 million learners. Although their reach is quite large, the impact of these platforms is constrained by a low level of learner engagement. In traditional face-to-face classrooms, educators aim to engage learners by asking them to participate in class discussions and share information about their identity and ideas. However, the effectiveness of these strategies in online learning platforms is uncertain. The authors examine this issue by assessing the impact of two different types of content sharing on learner engagement. The authors conduct a textual analysis of over 12,000 text postings during an 18-month period (Study 1) and a field experiment among over 2,000 learners (Study 2) in a popular Coursera offering by a large U.S. university. The results indicate that asking learners to share ideas (vs. their identity) has a stronger effect on their video consumption and assessment completion. The authors explain this “idea advantage” by suggesting that learners who share ideas (vs. identity) exhibit a greater degree of elaboration. This idea advantage is strongest for learners from English-speaking countries and those new to online learning.;8;3;education | engagement | field experiment | online platforms | student retention and performance | text mining | topic modeling | user-generated content;2022;Business and International Management | Economics and Econometrics | Marketing;66;Journal of Marketing Research
139;9743603000;Yadav M.S.;Yadav;NA;NA;NA;The “Idea Advantage”: How Content Sharing Strategies Impact Engagement in Online Learning Platforms;Journal of Marketing Research;In recent years, online learning platforms (e.g., Coursera, edX) have experienced massive growth and have reached nearly 200 million learners. Although their reach is quite large, the impact of these platforms is constrained by a low level of learner engagement. In traditional face-to-face classrooms, educators aim to engage learners by asking them to participate in class discussions and share information about their identity and ideas. However, the effectiveness of these strategies in online learning platforms is uncertain. The authors examine this issue by assessing the impact of two different types of content sharing on learner engagement. The authors conduct a textual analysis of over 12,000 text postings during an 18-month period (Study 1) and a field experiment among over 2,000 learners (Study 2) in a popular Coursera offering by a large U.S. university. The results indicate that asking learners to share ideas (vs. their identity) has a stronger effect on their video consumption and assessment completion. The authors explain this “idea advantage” by suggesting that learners who share ideas (vs. identity) exhibit a greater degree of elaboration. This idea advantage is strongest for learners from English-speaking countries and those new to online learning.;8;3;education | engagement | field experiment | online platforms | student retention and performance | text mining | topic modeling | user-generated content;2022;Business and International Management | Economics and Econometrics | Marketing;66;Journal of Marketing Research
139;6602098107;Rindfleisch A.;Rindfleisch;NA;NA;NA;The “Idea Advantage”: How Content Sharing Strategies Impact Engagement in Online Learning Platforms;Journal of Marketing Research;In recent years, online learning platforms (e.g., Coursera, edX) have experienced massive growth and have reached nearly 200 million learners. Although their reach is quite large, the impact of these platforms is constrained by a low level of learner engagement. In traditional face-to-face classrooms, educators aim to engage learners by asking them to participate in class discussions and share information about their identity and ideas. However, the effectiveness of these strategies in online learning platforms is uncertain. The authors examine this issue by assessing the impact of two different types of content sharing on learner engagement. The authors conduct a textual analysis of over 12,000 text postings during an 18-month period (Study 1) and a field experiment among over 2,000 learners (Study 2) in a popular Coursera offering by a large U.S. university. The results indicate that asking learners to share ideas (vs. their identity) has a stronger effect on their video consumption and assessment completion. The authors explain this “idea advantage” by suggesting that learners who share ideas (vs. identity) exhibit a greater degree of elaboration. This idea advantage is strongest for learners from English-speaking countries and those new to online learning.;8;3;education | engagement | field experiment | online platforms | student retention and performance | text mining | topic modeling | user-generated content;2022;Business and International Management | Economics and Econometrics | Marketing;66;Journal of Marketing Research
140;57212174007;Li J.;Li;NC State University;Raleigh;United States;Sustainability topic trends in the textile and apparel industry: a text mining-based magazine article analysis;Journal of Fashion Marketing and Management;Purpose: The purpose of this study is to (1) identify the sustainable practices developed by the textile and apparel industry and (2) investigate the gaps and opportunities in the sustainability implementation process by quantitively analyzing the sustainability topics and the relevant topic trends. Design/methodology/approach: This study employed text mining techniques. A total of 1,168 relevant magazine articles published from 2013 to 2020 were collected and then categorized according to their tones. In total, 36 topics were identified by reviewing the sustainability issues in the industry. The frequency of each topic mentioned in the articles and the correlation coefficients between topics' frequencies and published time were calculated. The results were used to examine if the three sustainability dimensions (environment, society, economy) were equally addressed and identify opportunities in the sustainability implementation process. Findings: There were much fewer social and economic topics than environmental topics discussed in the articles. Additionally, there were not enough practices developed to reduce microfiber pollution, improve consumers' knowledge of sustainability, offset the carbon footprint, build a transparent, sustainable supply chain and avoid animal cruelty. Originality/value: There is a lack of research focusing on the whole supply chain and sustainability when investigating sustainable practices and topic trends. This study fills a part of the gap. The results can be used by industrialists to identify sustainable practice opportunities and better manage their sustainable supply chains. Researchers can utilize the results to compare the topics in the industry with the topics studied in academia.;8;2;Magazine articles | Supply chain | Sustainability | Text mining | Textile and apparel industry | Topic trends;2022;Business and International Management | Marketing;53;Journal of Fashion Marketing and Management
140;7004009423;Leonas K.K.;Leonas;NC State University;Raleigh;United States;Sustainability topic trends in the textile and apparel industry: a text mining-based magazine article analysis;Journal of Fashion Marketing and Management;Purpose: The purpose of this study is to (1) identify the sustainable practices developed by the textile and apparel industry and (2) investigate the gaps and opportunities in the sustainability implementation process by quantitively analyzing the sustainability topics and the relevant topic trends. Design/methodology/approach: This study employed text mining techniques. A total of 1,168 relevant magazine articles published from 2013 to 2020 were collected and then categorized according to their tones. In total, 36 topics were identified by reviewing the sustainability issues in the industry. The frequency of each topic mentioned in the articles and the correlation coefficients between topics' frequencies and published time were calculated. The results were used to examine if the three sustainability dimensions (environment, society, economy) were equally addressed and identify opportunities in the sustainability implementation process. Findings: There were much fewer social and economic topics than environmental topics discussed in the articles. Additionally, there were not enough practices developed to reduce microfiber pollution, improve consumers' knowledge of sustainability, offset the carbon footprint, build a transparent, sustainable supply chain and avoid animal cruelty. Originality/value: There is a lack of research focusing on the whole supply chain and sustainability when investigating sustainable practices and topic trends. This study fills a part of the gap. The results can be used by industrialists to identify sustainable practice opportunities and better manage their sustainable supply chains. Researchers can utilize the results to compare the topics in the industry with the topics studied in academia.;8;2;Magazine articles | Supply chain | Sustainability | Text mining | Textile and apparel industry | Topic trends;2022;Business and International Management | Marketing;53;Journal of Fashion Marketing and Management
141;57214754289;Hamilton L.M.;Hamilton;Virginia Polytechnic Institute and State University;Blacksburg;United States;Natural Language Processing;Rapid Sensory Profiling Techniques: Applications in New Product Development and Consumer Research, Second Edition;Sensory evaluation is predicated on the use and interpretation of human language. We ask our subjects to describe their sensory experiences and affective responses, which we cannot directly observe. This formulation of sensory science encourages direct engagement with linguistics and in particular, a recent subfield of linguistics, computer science, and artificial intelligence called “Natural Language Processing” (NLP, sometimes “computational linguistics”). In this chapter we will provide an introduction to Natural Language Processing (NLP) for sensory scientists who wish to employ NLP as a rapid method for sensory evaluation. Because NLP is a large, diverse, and rapidly evolving field, we will begin with a brief, pragmatic overview of the discipline, with an emphasis on key historical and current methods and applications. We will then briefly discuss the linguistic perspective and its application to sensory evaluation, with an aim to motivating the remaining chapter. Following that, we will discuss key areas of NLP, from data collection to processing to analysis to advanced applications. Throughout the chapter, we will use a consistent case study of natural-language descriptions for a food product to provide examples and illustrate NLP methods.;1;2;Computational linguistics | Deep learning | Descriptive analysis | Machine learning | Natural Language Processing | Sensory evaluation | Text analysis;2022;Engineering (all) | Agricultural and Biological Sciences (all);131;Rapid Sensory Profiling Techniques: Applications in New Product Development and Consumer Research, Second Edition
141;36444799100;Lahne J.;Lahne;Virginia Polytechnic Institute and State University;Blacksburg;United States;Natural Language Processing;Rapid Sensory Profiling Techniques: Applications in New Product Development and Consumer Research, Second Edition;Sensory evaluation is predicated on the use and interpretation of human language. We ask our subjects to describe their sensory experiences and affective responses, which we cannot directly observe. This formulation of sensory science encourages direct engagement with linguistics and in particular, a recent subfield of linguistics, computer science, and artificial intelligence called “Natural Language Processing” (NLP, sometimes “computational linguistics”). In this chapter we will provide an introduction to Natural Language Processing (NLP) for sensory scientists who wish to employ NLP as a rapid method for sensory evaluation. Because NLP is a large, diverse, and rapidly evolving field, we will begin with a brief, pragmatic overview of the discipline, with an emphasis on key historical and current methods and applications. We will then briefly discuss the linguistic perspective and its application to sensory evaluation, with an aim to motivating the remaining chapter. Following that, we will discuss key areas of NLP, from data collection to processing to analysis to advanced applications. Throughout the chapter, we will use a consistent case study of natural-language descriptions for a food product to provide examples and illustrate NLP methods.;1;2;Computational linguistics | Deep learning | Descriptive analysis | Machine learning | Natural Language Processing | Sensory evaluation | Text analysis;2022;Engineering (all) | Agricultural and Biological Sciences (all);131;Rapid Sensory Profiling Techniques: Applications in New Product Development and Consumer Research, Second Edition
144;55605761930;Das S.;Das;Duy Tan University;Da Nang;Viet Nam;Structural review of relics tourism by text mining and machine learning;Journal of Tourism, Heritage and Services Marketing;Purpose: The objective of the paper is to find trends of research in relic tourism-related topics. Specifically, this paper uncovers all published studies having latent issues with the keywords “relic tourism” from the Web of Science database. Methods: A total of 109 published articles (2002-2021) were collected related to “relic tourism.” Machine learning tools were applied. Network analysis was used to highlight top researchers in this field, their citations, keyword clusters, and collaborative networks. Text analysis and Bidirectional Encoder Representation from Transformer (BERT) of artificial intelligence model were used to predict text or keyword-based topic reference in machine learning. Results: All the papers are published basically on three primary keywords such as “relics,” “culture,” and “heritage.” Secondary keywords like “protection” and “development” also attract researchers to research this topic. The co-author network is highly significant for diverse authors, and geographically researchers from five countries are collaborating more on this topic. Implications: Academically, future research can be predicated with dense keywords. Journals can bring more special issues related to the topic as relic tourism still has some unexplored areas.;9;4;artificial intelligence | machine learning | relic tourism | Text analysis | topic modelling;2022;Geography, Planning and Development | Tourism, Leisure and Hospitality Management | Marketing;58;Journal of Tourism, Heritage and Services Marketing
144;57198887149;Mondal S.;Mondal;Duy Tan University;Da Nang;Viet Nam;Structural review of relics tourism by text mining and machine learning;Journal of Tourism, Heritage and Services Marketing;Purpose: The objective of the paper is to find trends of research in relic tourism-related topics. Specifically, this paper uncovers all published studies having latent issues with the keywords “relic tourism” from the Web of Science database. Methods: A total of 109 published articles (2002-2021) were collected related to “relic tourism.” Machine learning tools were applied. Network analysis was used to highlight top researchers in this field, their citations, keyword clusters, and collaborative networks. Text analysis and Bidirectional Encoder Representation from Transformer (BERT) of artificial intelligence model were used to predict text or keyword-based topic reference in machine learning. Results: All the papers are published basically on three primary keywords such as “relics,” “culture,” and “heritage.” Secondary keywords like “protection” and “development” also attract researchers to research this topic. The co-author network is highly significant for diverse authors, and geographically researchers from five countries are collaborating more on this topic. Implications: Academically, future research can be predicated with dense keywords. Journals can bring more special issues related to the topic as relic tourism still has some unexplored areas.;9;4;artificial intelligence | machine learning | relic tourism | Text analysis | topic modelling;2022;Geography, Planning and Development | Tourism, Leisure and Hospitality Management | Marketing;58;Journal of Tourism, Heritage and Services Marketing
144;57189093819;Puri V.;Puri;Duy Tan University;Da Nang;Viet Nam;Structural review of relics tourism by text mining and machine learning;Journal of Tourism, Heritage and Services Marketing;Purpose: The objective of the paper is to find trends of research in relic tourism-related topics. Specifically, this paper uncovers all published studies having latent issues with the keywords “relic tourism” from the Web of Science database. Methods: A total of 109 published articles (2002-2021) were collected related to “relic tourism.” Machine learning tools were applied. Network analysis was used to highlight top researchers in this field, their citations, keyword clusters, and collaborative networks. Text analysis and Bidirectional Encoder Representation from Transformer (BERT) of artificial intelligence model were used to predict text or keyword-based topic reference in machine learning. Results: All the papers are published basically on three primary keywords such as “relics,” “culture,” and “heritage.” Secondary keywords like “protection” and “development” also attract researchers to research this topic. The co-author network is highly significant for diverse authors, and geographically researchers from five countries are collaborating more on this topic. Implications: Academically, future research can be predicated with dense keywords. Journals can bring more special issues related to the topic as relic tourism still has some unexplored areas.;9;4;artificial intelligence | machine learning | relic tourism | Text analysis | topic modelling;2022;Geography, Planning and Development | Tourism, Leisure and Hospitality Management | Marketing;58;Journal of Tourism, Heritage and Services Marketing
144;14026091800;Vrana V.;Vrana;International Hellenic University;Thessaloniki;Greece;Structural review of relics tourism by text mining and machine learning;Journal of Tourism, Heritage and Services Marketing;Purpose: The objective of the paper is to find trends of research in relic tourism-related topics. Specifically, this paper uncovers all published studies having latent issues with the keywords “relic tourism” from the Web of Science database. Methods: A total of 109 published articles (2002-2021) were collected related to “relic tourism.” Machine learning tools were applied. Network analysis was used to highlight top researchers in this field, their citations, keyword clusters, and collaborative networks. Text analysis and Bidirectional Encoder Representation from Transformer (BERT) of artificial intelligence model were used to predict text or keyword-based topic reference in machine learning. Results: All the papers are published basically on three primary keywords such as “relics,” “culture,” and “heritage.” Secondary keywords like “protection” and “development” also attract researchers to research this topic. The co-author network is highly significant for diverse authors, and geographically researchers from five countries are collaborating more on this topic. Implications: Academically, future research can be predicated with dense keywords. Journals can bring more special issues related to the topic as relic tourism still has some unexplored areas.;9;4;artificial intelligence | machine learning | relic tourism | Text analysis | topic modelling;2022;Geography, Planning and Development | Tourism, Leisure and Hospitality Management | Marketing;58;Journal of Tourism, Heritage and Services Marketing
145;55758974200;Klaus P.;Klaus;International University of Monaco;Monte Carlo;Monaco;Sustainability in luxury: insights from Twitter activities;Journal of Strategic Marketing;Sustainability presents one of the most pressing challenges across different industries, especially for luxury brands. This study reveals the role of sustainability in luxury consumption by collecting and analyzing data from over half a million Tweets with 762 sustainability luxury consumption hashtags. Sustainability’s importance in online discussion is steadily increasing. Using balance theory, we combined sentiment and text mining to decrypt and reveal online audience’s perceptions of sustainable luxury. The findings highlight what online public considers sustainable, the importance of these perceptions for specific sectors of the luxury industry, and which emotions sustainable luxury perceptions trigger. We reveal online audience’s sentiments in the form of opinions, evaluations, and emotions toward sustainable luxury. This research serves as a critical exploration of the much-needed alignment between luxury and sustainability. This work aids not only scholars but also luxury brand managers in their aim to comprehend and keep pace with the increasing importance of sustainability in the luxury sector.;0;3;experience | luxury | perceptions | sentiment analysis | Sustainability | text analytics;2022;Strategy and Management | Marketing;60;Journal of Strategic Marketing
145;55925240600;Manthiou A.;Manthiou;NEOMA Business School;Mont-Saint-Aignan;France;Sustainability in luxury: insights from Twitter activities;Journal of Strategic Marketing;Sustainability presents one of the most pressing challenges across different industries, especially for luxury brands. This study reveals the role of sustainability in luxury consumption by collecting and analyzing data from over half a million Tweets with 762 sustainability luxury consumption hashtags. Sustainability’s importance in online discussion is steadily increasing. Using balance theory, we combined sentiment and text mining to decrypt and reveal online audience’s perceptions of sustainable luxury. The findings highlight what online public considers sustainable, the importance of these perceptions for specific sectors of the luxury industry, and which emotions sustainable luxury perceptions trigger. We reveal online audience’s sentiments in the form of opinions, evaluations, and emotions toward sustainable luxury. This research serves as a critical exploration of the much-needed alignment between luxury and sustainability. This work aids not only scholars but also luxury brand managers in their aim to comprehend and keep pace with the increasing importance of sustainability in the luxury sector.;0;3;experience | luxury | perceptions | sentiment analysis | Sustainability | text analytics;2022;Strategy and Management | Marketing;60;Journal of Strategic Marketing
145;57721539000;Luong V.H.;Luong;University of Management and Technology (UMT) Main Campus;Ho Chi Minh City;Viet Nam;Sustainability in luxury: insights from Twitter activities;Journal of Strategic Marketing;Sustainability presents one of the most pressing challenges across different industries, especially for luxury brands. This study reveals the role of sustainability in luxury consumption by collecting and analyzing data from over half a million Tweets with 762 sustainability luxury consumption hashtags. Sustainability’s importance in online discussion is steadily increasing. Using balance theory, we combined sentiment and text mining to decrypt and reveal online audience’s perceptions of sustainable luxury. The findings highlight what online public considers sustainable, the importance of these perceptions for specific sectors of the luxury industry, and which emotions sustainable luxury perceptions trigger. We reveal online audience’s sentiments in the form of opinions, evaluations, and emotions toward sustainable luxury. This research serves as a critical exploration of the much-needed alignment between luxury and sustainability. This work aids not only scholars but also luxury brand managers in their aim to comprehend and keep pace with the increasing importance of sustainability in the luxury sector.;0;3;experience | luxury | perceptions | sentiment analysis | Sustainability | text analytics;2022;Strategy and Management | Marketing;60;Journal of Strategic Marketing
146;57903829300;Murtas G.;Murtas;Università degli Studi di Bergamo;Bergamo;Italy;Co-branding strategies in luxury fashion: the Off-White case;Journal of Strategic Marketing;Increasing competition has induced brands to find ever more innovative ways to raise awareness. Among the latter, co-branding has recently become pervasive in the luxury fashion sector. Despite the growing interest in co-branding, no study to date has examined how luxury fashion brands can strategically combine different types of co-branding and the amount of media visibility that they can gain by means of these brand alliances. Drawing on both case study analysis and automated text analysis, this paper on the longitudinal case of the luxury fashion brand Off-White offers important managerial implication. It shows that, to create a successful co-branding portfolio, luxury brands should initially collaborate with renowned brands in the same target market, and only later with brands operating in other sectors. This study also reports empirical findings with which to understand what are the most suitable forms of co-branding to pursue to increase media visibility and consumers’ engagement in social media.;1;4;co-branding | collaborations | fashion | Luxury | luxury brands;2022;Strategy and Management | Marketing;54;Journal of Strategic Marketing
146;56038740700;Pedeliento G.;Pedeliento;Università degli Studi di Bergamo;Bergamo;Italy;Co-branding strategies in luxury fashion: the Off-White case;Journal of Strategic Marketing;Increasing competition has induced brands to find ever more innovative ways to raise awareness. Among the latter, co-branding has recently become pervasive in the luxury fashion sector. Despite the growing interest in co-branding, no study to date has examined how luxury fashion brands can strategically combine different types of co-branding and the amount of media visibility that they can gain by means of these brand alliances. Drawing on both case study analysis and automated text analysis, this paper on the longitudinal case of the luxury fashion brand Off-White offers important managerial implication. It shows that, to create a successful co-branding portfolio, luxury brands should initially collaborate with renowned brands in the same target market, and only later with brands operating in other sectors. This study also reports empirical findings with which to understand what are the most suitable forms of co-branding to pursue to increase media visibility and consumers’ engagement in social media.;1;4;co-branding | collaborations | fashion | Luxury | luxury brands;2022;Strategy and Management | Marketing;54;Journal of Strategic Marketing
146;57224403824;Mangiò F.;Mangiò;Università degli Studi di Bergamo;Bergamo;Italy;Co-branding strategies in luxury fashion: the Off-White case;Journal of Strategic Marketing;Increasing competition has induced brands to find ever more innovative ways to raise awareness. Among the latter, co-branding has recently become pervasive in the luxury fashion sector. Despite the growing interest in co-branding, no study to date has examined how luxury fashion brands can strategically combine different types of co-branding and the amount of media visibility that they can gain by means of these brand alliances. Drawing on both case study analysis and automated text analysis, this paper on the longitudinal case of the luxury fashion brand Off-White offers important managerial implication. It shows that, to create a successful co-branding portfolio, luxury brands should initially collaborate with renowned brands in the same target market, and only later with brands operating in other sectors. This study also reports empirical findings with which to understand what are the most suitable forms of co-branding to pursue to increase media visibility and consumers’ engagement in social media.;1;4;co-branding | collaborations | fashion | Luxury | luxury brands;2022;Strategy and Management | Marketing;54;Journal of Strategic Marketing
146;36642297200;Andreini D.;Andreini;Università degli Studi di Bergamo;Bergamo;Italy;Co-branding strategies in luxury fashion: the Off-White case;Journal of Strategic Marketing;Increasing competition has induced brands to find ever more innovative ways to raise awareness. Among the latter, co-branding has recently become pervasive in the luxury fashion sector. Despite the growing interest in co-branding, no study to date has examined how luxury fashion brands can strategically combine different types of co-branding and the amount of media visibility that they can gain by means of these brand alliances. Drawing on both case study analysis and automated text analysis, this paper on the longitudinal case of the luxury fashion brand Off-White offers important managerial implication. It shows that, to create a successful co-branding portfolio, luxury brands should initially collaborate with renowned brands in the same target market, and only later with brands operating in other sectors. This study also reports empirical findings with which to understand what are the most suitable forms of co-branding to pursue to increase media visibility and consumers’ engagement in social media.;1;4;co-branding | collaborations | fashion | Luxury | luxury brands;2022;Strategy and Management | Marketing;54;Journal of Strategic Marketing
148;58322901300;Xiao J.;Xiao;Huazhong University of Science and Technology;Wuhan;China;A review of social roles in green consumer behaviour;International Journal of Consumer Studies;Despite the broad interest and rapid increase in studying green consumer behaviour (GCB) from a social perspective, related articles have been presented in a piecemeal fashion and have lacked a review of social roles in GCB. Additionally, the research focus may differ from the influence of digital technology. Therefore, this study draws on a review of 439 GCB articles that focus on social roles and utilizes both quantitative and qualitative analyses to provide a general picture of theories, social factors, research topics and topic trends with a specific emphasis on the research differences between the traditional and digital contexts. The findings indicate that the GCB field has experienced exponential growth since 2014. Subjective norms, social influence, culture, marketing influence and social media influence are the main drivers of GCB. Eight research topics are identified, among which topics on the theory of planned behaviour (TPB) and the theory of consumption values (TCV) maintained high popularity. Furthermore, the TPB is more prevalent in the traditional context in which scholars prefer to predict GCB using macrosocial factors, such as policy and culture. In comparison, signal theory and commitment-trust theory have received more attention in the digital context in which trust is vital. Research interests in online platforms and green hotels have recently increased in the digital context. Gaps and suggested directions for future studies are further identified.;2;4;bibliometric analysis | content analysis | green consumer behaviour | social roles | text mining | traditional versus digital contexts;2022;Applied Psychology | Economics and Econometrics | Public Health, Environmental and Occupational Health | Marketing;250;International Journal of Consumer Studies
148;55716685300;Yang Z.;Yang;Huazhong University of Science and Technology;Wuhan;China;A review of social roles in green consumer behaviour;International Journal of Consumer Studies;Despite the broad interest and rapid increase in studying green consumer behaviour (GCB) from a social perspective, related articles have been presented in a piecemeal fashion and have lacked a review of social roles in GCB. Additionally, the research focus may differ from the influence of digital technology. Therefore, this study draws on a review of 439 GCB articles that focus on social roles and utilizes both quantitative and qualitative analyses to provide a general picture of theories, social factors, research topics and topic trends with a specific emphasis on the research differences between the traditional and digital contexts. The findings indicate that the GCB field has experienced exponential growth since 2014. Subjective norms, social influence, culture, marketing influence and social media influence are the main drivers of GCB. Eight research topics are identified, among which topics on the theory of planned behaviour (TPB) and the theory of consumption values (TCV) maintained high popularity. Furthermore, the TPB is more prevalent in the traditional context in which scholars prefer to predict GCB using macrosocial factors, such as policy and culture. In comparison, signal theory and commitment-trust theory have received more attention in the digital context in which trust is vital. Research interests in online platforms and green hotels have recently increased in the digital context. Gaps and suggested directions for future studies are further identified.;2;4;bibliometric analysis | content analysis | green consumer behaviour | social roles | text mining | traditional versus digital contexts;2022;Applied Psychology | Economics and Econometrics | Public Health, Environmental and Occupational Health | Marketing;250;International Journal of Consumer Studies
148;57189029189;Li Z.;Li;Kansai University;Suita;Japan;A review of social roles in green consumer behaviour;International Journal of Consumer Studies;Despite the broad interest and rapid increase in studying green consumer behaviour (GCB) from a social perspective, related articles have been presented in a piecemeal fashion and have lacked a review of social roles in GCB. Additionally, the research focus may differ from the influence of digital technology. Therefore, this study draws on a review of 439 GCB articles that focus on social roles and utilizes both quantitative and qualitative analyses to provide a general picture of theories, social factors, research topics and topic trends with a specific emphasis on the research differences between the traditional and digital contexts. The findings indicate that the GCB field has experienced exponential growth since 2014. Subjective norms, social influence, culture, marketing influence and social media influence are the main drivers of GCB. Eight research topics are identified, among which topics on the theory of planned behaviour (TPB) and the theory of consumption values (TCV) maintained high popularity. Furthermore, the TPB is more prevalent in the traditional context in which scholars prefer to predict GCB using macrosocial factors, such as policy and culture. In comparison, signal theory and commitment-trust theory have received more attention in the digital context in which trust is vital. Research interests in online platforms and green hotels have recently increased in the digital context. Gaps and suggested directions for future studies are further identified.;2;4;bibliometric analysis | content analysis | green consumer behaviour | social roles | text mining | traditional versus digital contexts;2022;Applied Psychology | Economics and Econometrics | Public Health, Environmental and Occupational Health | Marketing;250;International Journal of Consumer Studies
148;57913063400;Chen Z.;Chen;Huazhong University of Science and Technology;Wuhan;China;A review of social roles in green consumer behaviour;International Journal of Consumer Studies;Despite the broad interest and rapid increase in studying green consumer behaviour (GCB) from a social perspective, related articles have been presented in a piecemeal fashion and have lacked a review of social roles in GCB. Additionally, the research focus may differ from the influence of digital technology. Therefore, this study draws on a review of 439 GCB articles that focus on social roles and utilizes both quantitative and qualitative analyses to provide a general picture of theories, social factors, research topics and topic trends with a specific emphasis on the research differences between the traditional and digital contexts. The findings indicate that the GCB field has experienced exponential growth since 2014. Subjective norms, social influence, culture, marketing influence and social media influence are the main drivers of GCB. Eight research topics are identified, among which topics on the theory of planned behaviour (TPB) and the theory of consumption values (TCV) maintained high popularity. Furthermore, the TPB is more prevalent in the traditional context in which scholars prefer to predict GCB using macrosocial factors, such as policy and culture. In comparison, signal theory and commitment-trust theory have received more attention in the digital context in which trust is vital. Research interests in online platforms and green hotels have recently increased in the digital context. Gaps and suggested directions for future studies are further identified.;2;4;bibliometric analysis | content analysis | green consumer behaviour | social roles | text mining | traditional versus digital contexts;2022;Applied Psychology | Economics and Econometrics | Public Health, Environmental and Occupational Health | Marketing;250;International Journal of Consumer Studies
151;57904929700;Hong J.;Hong;University of Wisconsin-Madison;Madison;United States;Writing More Compelling Creative Appeals: A Deep Learning-Based Approach;Marketing Science;We present a deep learning algorithm to provide personalized feedback on creative appeals, written content intended to persuade readers to undertake some action. Such appeals are widespread in marketing, including advertising copy, RFP responses, call center scripts, product descriptions, and many others. Although marketing research has produced several tools to help managers glean insights from online word-of-mouth, less attention has been paid to creating tools to assist the innumerable marketers responsible for crafting effective marketing messages. Our approach leverages the hierarchical structure of written works, associating words with sentences and sentences with documents, and the linguistic relationships developed therein. We score each sentence in an appeal by its expected contribution to success accounting for its substance and persuasive impact. The sentences with the lowest scores make the appeal less compelling and are the most effective points to focus a revision. The approach has proved effective in a randomized control trial, with subjects rating essays revised with the aid of algorithmic feedback as being 4.5% more likely to achieve their objec-tives. In addition to providing automated feedback to authors, we leverage the model’s output to derive substantive insights into what makes an appeal compelling.;2;2;creative appeals | deep learning | natural language processing | recurrent neural networks;2022;Business and International Management | Marketing;54;Marketing Science
151;56721026400;Hoban P.R.;Hoban;Amazon.com, Inc.;Seattle;United States;Writing More Compelling Creative Appeals: A Deep Learning-Based Approach;Marketing Science;We present a deep learning algorithm to provide personalized feedback on creative appeals, written content intended to persuade readers to undertake some action. Such appeals are widespread in marketing, including advertising copy, RFP responses, call center scripts, product descriptions, and many others. Although marketing research has produced several tools to help managers glean insights from online word-of-mouth, less attention has been paid to creating tools to assist the innumerable marketers responsible for crafting effective marketing messages. Our approach leverages the hierarchical structure of written works, associating words with sentences and sentences with documents, and the linguistic relationships developed therein. We score each sentence in an appeal by its expected contribution to success accounting for its substance and persuasive impact. The sentences with the lowest scores make the appeal less compelling and are the most effective points to focus a revision. The approach has proved effective in a randomized control trial, with subjects rating essays revised with the aid of algorithmic feedback as being 4.5% more likely to achieve their objec-tives. In addition to providing automated feedback to authors, we leverage the model’s output to derive substantive insights into what makes an appeal compelling.;2;2;creative appeals | deep learning | natural language processing | recurrent neural networks;2022;Business and International Management | Marketing;54;Marketing Science
152;57217116225;Pérez Rave J.I.;Pérez Rave;Universidad Nacional de Colombia Medellin;Medellin;Colombia;Psycho-managerial text mining (PMTM): a framework for developing and validating psychological/managerial constructs from a theory/text-driven approach;Journal of Marketing Analytics;"This paper addresses two concerns in the construction and validation of psychological/managerial constructs from texts: (1) The procedure for studying content validity is mainly based on human tasks, subjectivity, limited to small data, and difficult to reproduce/replicate; (2) Traditional latent variable representation (a merged list or random parcel of words) lacks theoretical rationality and does not guarantee the representativity of valuable qualities, perceptual entities, and actions of the construct. The paper proposes a framework—PMTM—for developing/validating measures of psychological/managerial constructs from texts (three stages and 16 steps) by incorporating linguistic, psychometrical, and computational resources. PMTM includes five new properties to guide content validity analysis automatically, and contains a new method for refining dictionaries, entitled “embedded voting,” which emulates expert judgments. In addition, the paper provides empirical evidence derived from the application of PMTM to the case of transformational leadership using data from organizational documents, interviews, essays, blog posts, surveys, and speeches by former US presidents. The framework can also be used as a comprehensive template with the potential to exploit customer/service texts from a theory/text-driven approach to overcome recent challenges stated by the marketing literature, including the lack of standardization and inconsistency in the definitions and measurement of marketing constructs.";0;3;Automated dictionary creation | Constructs analysis | Text analytics | Text mining | Theory/text-driven approach | Transformational leadership;2022;Economics, Econometrics and Finance (miscellaneous) | Strategy and Management | Statistics, Probability and Uncertainty | Marketing;130;Journal of Marketing Analytics
