"";"X";"entry_number";"X._fa";"prism.url";"dc.identifier";"eid";"dc.title";"dc.creator";"prism.publicationName";"prism.issn";"prism.volume";"prism.coverDate";"prism.coverDisplayDate";"prism.doi";"pii";"dc.description";"citedby_count";"prism.aggregationType";"subtype";"subtypeDescription";"author_count..limit";"author_count..total";"author_count..";"authkeywords";"article_number";"source_id";"fund_acr";"fund_no";"fund_sponsor";"openaccess";"openaccessFlag";"prism.eIssn";"prism.issueIdentifier";"prism.pageRange";"freetoread.value..";"freetoreadLabel.value..";"year"
"338";338;338;"true";"https://api.elsevier.com/content/abstract/scopus_id/85045397801";"SCOPUS_ID:85045397801";"2-s2.0-85045397801";"Online reviews and its impact on brand equity";"Chakraborty U.";"International Journal of Internet Marketing and Advertising";"14775212";"12";"2018-01-01";"2018";"10.1504/IJIMA.2018.090953";NA;"The significant rise of online social media increases consumer's power over brands. Therefore, this study attempts to assess the impact of online reviews on brand equity dimensions, namely, brand awareness, brand associations (in terms of perceived value, brand personality and organisational associations) and perceived quality. The present study integrates source credibility theory and attribution theory to understand the impact of online reviews on brands. The study follows mixed method approach by using quantitative analysis (structural equation modeling) and qualitative text analysis (netnography). For quantitative study, data has been collected from select Facebook brand pages with the help of Google form application. For qualitative study, ""Apple Users India"" brand community is considered to conduct netnography. Quantitative analysis reveals that online reviews have more significant impact on brand awareness and perceived value. Qualitative analysis also finds evidences of brand equity dimensions in the online brand community.";7;"Journal";"re";"Review";100;2;2;"Brand equity | Netnography | Online reviews | Structural equation modelling";NA;4000151815;"NITK";"undefined";"National Institute of Technology Karnataka, Surathkal";0;FALSE;"17418100";"2";"159-180";NA;NA;2018
"339";339;339;"true";"https://api.elsevier.com/content/abstract/scopus_id/85045752228";"SCOPUS_ID:85045752228";"2-s2.0-85045752228";"Video abstract extraction using semantic categorization";"Takahashi H.";"2017 IEEE 6th Global Conference on Consumer Electronics, GCCE 2017";NA;"2017-January";"2017-12-19";"19 December 2017";"10.1109/GCCE.2017.8229204";NA;"Semantic techniques can be utilized for understanding the meaning of sentences in a text. We can refer the abstract of some document in order to understand its contents very quickly. But the case of video data is different. We cannot review the whole video file in a short time period just like the text document case. This paper proposes the design of video abstract extraction. In order to generate the abstract it also defines semantic categorization of the video. Once the category of the video is accurately determined then only those sentences can be selected that relate with the category of the video in order to prepare the video abstract.";0;"Conference Proceeding";"cp";"Conference Paper";100;3;3;"Natural Language Processing | Semantic Categorization | Speech Recognition | Video Abstract Extraction";NA;21100857850;NA;"undefined";NA;0;FALSE;NA;NA;"1-3";NA;NA;2017
"340";340;340;"true";"https://api.elsevier.com/content/abstract/scopus_id/85040710229";"SCOPUS_ID:85040710229";"2-s2.0-85040710229";"Seamless human-device interaction in the internet of things";"Rubio-Drosdov E.";"IEEE Transactions on Consumer Electronics";"00983063";"63";"2017-11-01";"November 2017";"10.1109/TCE.2017.015076";NA;"The Internet of Things will bring a scenario in which interaction between humans and devices will be critical to allow people to use, monitor or configure Internet of Things devices. Interactions in such applications are based on traditional graphical interfaces. Devices that accept interaction based on Natural Language, e.g., through voice commands, can understand basic human orders or answering questions whenever user expressions fit into a known language pattern. Some devices can understand natural language voice commands but require sophisticated voice assistants located in the cloud, which raises significant privacy concerns. Others devices which handle voice-processing locally can perform a very limited local recognition system, requiring users to be familiar with words the system can process. The purpose of this work is to diminish the complexity of Natural Language processing in the context of IoT. The solution posited in this article allows Internet of Things devices to offload Natural Language processing to a system that improves the use of Natural Language and alleviates the need to learn or remember specific words or terms intended for triggering device actions. We have evaluated the feasibility of the design with a proof-of-concept implemented in a home environment and it was tested by real users.";35;"Journal";"ar";"Article";100;5;5;"Human-Device Interaction | Internet of Things | Natural Language Processing";"8246828";26048;NA;"undefined";NA;0;FALSE;NA;"4";"490-498";NA;NA;2017
"341";341;341;"true";"https://api.elsevier.com/content/abstract/scopus_id/85030455391";"SCOPUS_ID:85030455391";"2-s2.0-85030455391";"Popular Research Topics in Marketing Journals, 1995–2014";"Cho Y.J.";"Journal of Interactive Marketing";"10949968";"40";"2017-11-01";"November 2017";"10.1016/j.intmar.2017.06.003";"S1094996817300373";"During the past two decades, the focus of marketing has moved from the tactics of persuasion to the strategies of value cocreation. After moving toward cognitive science and corporate strategies in the early 2000s, marketing research returned to its traditional domains of consumer psychologies and customer management. While conscientious consumers are gradually restraining themselves from selfish indulgence, marketers have refocused on a new set of values that encompass mental, experiential, and societal well-being. In this regard, we adopt an unprecedented approach by incorporating topic modeling with social network analysis. The results show that, in terms of topic heterogeneity, the most impactful journals are the most diverse, whereas each runner-up has a unique focus. Among the journals, we detect two major co-authorship communities, and among the topics, we detect three. Further, we find that the communities of the most cited papers are composed of heterogeneous clusters of similar topics. The pivots within, and the bridges between, these communities are also reported. In the spirit of collaborative research, our topic model and network analysis are shared via online collaboration and visualization platforms that readers can use to explore our models interactively and to download the dataset for further studies.";27;"Journal";"ar";"Article";100;3;3;"Data visualization | Reproducible and collaborative research | Text mining | Topic model";NA;22928;NA;"undefined";NA;0;FALSE;"15206653";NA;"52-72";NA;NA;2017
"342";342;342;"true";"https://api.elsevier.com/content/abstract/scopus_id/85018173060";"SCOPUS_ID:85018173060";"2-s2.0-85018173060";"Sentiment Classification of Consumer-Generated Online Reviews Using Topic Modeling";"Calheiros A.C.";"Journal of Hospitality Marketing and Management";"19368623";"26";"2017-10-03";"3 October 2017";"10.1080/19368623.2017.1310075";NA;"The development of the Internet and mobile devices enabled the emergence of travel and hospitality review sites, leading to a large number of customer opinion posts. While such comments may influence future demand of the targeted hotels, they can also be used by hotel managers to improve customer experience. In this article, sentiment classification of an eco-hotel is assessed through a text mining approach using several different sources of customer reviews. The latent Dirichlet allocation modeling algorithm is applied to gather relevant topics that characterize a given hospitality issue by a sentiment. Several findings were unveiled including that hotel food generates ordinary positive sentiments, while hospitality generates both ordinary and strong positive feelings. Such results are valuable for hospitality management, validating the proposed approach.";145;"Journal";"ar";"Article";100;3;3;"Customer reviews | hospitality | sentiment classification | text mining | topic modeling";NA;19700183600;NA;"undefined";NA;0;FALSE;"19368631";"7";"675-693";"all";"All Open Access";2017
"343";343;343;"true";"https://api.elsevier.com/content/abstract/scopus_id/85023206466";"SCOPUS_ID:85023206466";"2-s2.0-85023206466";"Harvesting brand information from social Tags";"Nam H.";"Journal of Marketing";"00222429";"81";"2017-07-01";"July 2017";"10.1509/jm.16.0044";NA;"Social tags are user-defined keywords associated with online content that reflect consumers' perceptions of various objects, including products and brands. This research presents a new approach for harvesting rich, qualitative information on brands from user-generated social tags. The authors first compare their proposed approach with conventional techniques such as brand concept maps and text mining. They highlight the added value of their approach that results from the unconstrained, open-ended, and synoptic nature of consumer-generated content contained within social tags. The authors then apply existing text-mining and data-reduction methods to analyze disaggregate-level social tagging data for marketing research and demonstrate how marketers can utilize the information in social tags by extracting key representative topics, monitoring common dynamic trends, and understanding heterogeneous perceptions of a brand.";56;"Journal";"ar";"Article";100;3;3;"Brand associative networks | Social tags | Text mining | Topic modeling | User-generated content";NA;22951;NA;"undefined";NA;0;FALSE;"15477185";"4";"88-108";NA;NA;2017
"344";344;344;"true";"https://api.elsevier.com/content/abstract/scopus_id/84981276334";"SCOPUS_ID:84981276334";"2-s2.0-84981276334";"Identifying salient attributes of peer-to-peer accommodation experience";"Tussyadiah I.P.";"Journal of Travel and Tourism Marketing";"10548408";"34";"2017-06-13";"13 June 2017";"10.1080/10548408.2016.1209153";NA;"This study explores key content and themes from online reviews to explain major service attributes of peer-to-peer (P2P) accommodation sought by guests. The results from lexical analyses indicate that attributes frequently mentioned in guest reviews are associated with location (proximity to point of interest and characteristics of neighborhood), host (service and hospitality), and property (facilities and atmosphere). Reviews focusing on location and feeling welcome are consistently linked with higher rating scores, including accuracy, cleanliness, check-in, communication, value, and overall ratings. This confirms that P2P accommodation appeals to consumers who are driven by experiential and social motivations. Marketing implications are provided.";185;"Journal";"ar";"Article";100;2;2;"accommodation | business analytics | collaborative consumption | consumer review | Sharing economy | text mining";NA;14812;NA;"undefined";NA;0;FALSE;NA;"5";"636-652";NA;NA;2017
"345";345;345;"true";"https://api.elsevier.com/content/abstract/scopus_id/85060562698";"SCOPUS_ID:85060562698";"2-s2.0-85060562698";"Where does pride lead? Corporate managerial hubris and strategic emphasis";"Kim M.";"Journal of the Academy of Marketing Science";"00920703";"46";"2017-05-19";"19 May 2017";"10.1007/s11747-017-0547-4";NA;"A firm’s strategic emphasis on value creation versus appropriation, which is typically reflected in its resource allocation between R&D and advertising, is a central corporate decision that significantly influences financial performance. However, the drivers of such decisions remain underexplored. This study identifies a significant predictor of strategic emphasis, namely, corporate managerial hubris, and reveals some of its boundary conditions. Leveraging a unique dataset based on text mining of press releases issued by over 400 firms across 13 years, the authors demonstrate that high corporate managerial hubris predicts low strategic emphasis on advertising relative to R&D. However, this effect is mitigated significantly by firm maturity, corporate governance, and industry-level strategic emphasis. The results provide novel insights into the effects of hubris on firm spending, the situations wherein marketing decisions tend to be subject to managers’ psychological bias, the means of preventing over- or under-investment in marketing strategy, and the recruitment and training of managers.";23;"Journal";"ar";"Article";100;3;3;"Advertising | Corporate managerial hubris | R&amp;d | Strategic emphasis";NA;24385;"HUFS";"undefined";"University of Massachusetts Boston";0;FALSE;NA;"3";"537-556";NA;NA;2017
"346";346;346;"true";"https://api.elsevier.com/content/abstract/scopus_id/85017215318";"SCOPUS_ID:85017215318";"2-s2.0-85017215318";"Unveiling what is written in the stars: Analyzing explicit, implicit, and discourse patterns of sentiment in social media";"Ordenes F.V.";"Journal of Consumer Research";"00935301";"43";"2017-04-01";"April 2017";"10.1093/jcr/ucw070";NA;"Deciphering consumers' sentiment expressions from big data (e.g., online reviews) has become a managerial priority to monitor product and service evaluations. However, sentiment analysis, the process of automatically distilling sentiment from text, provides little insight regarding the language granularities beyond the use of positive and negative words. Drawing on speech act theory, this study provides a fine-grained analysis of the implicit and explicit language used by consumers to express sentiment in text. An empirical text-mining study using more than 45,000 consumer reviews demonstrates the differential impacts of activation levels (e.g., tentative language), implicit sentiment expressions (e.g., commissive language), and discourse patterns (e.g., incoherence) on overall consumer sentiment (i.e., star ratings). In two follow-up studies, we demonstrate that these speech act features also influence the readers' behavior and are generalizable to other social media contexts, such as Twitter and Facebook. We contribute to research on consumer sentiment analysis by offering a more nuanced understanding of consumer sentiments and their implications.";158;"Journal";"ar";"Article";100;5;5;"Consumer sentiment | Online reviews | Sales ranks | Social media | Speech act theory | Text mining";NA;22899;NA;"undefined";NA;0;FALSE;NA;"6";"875-894";"all";"All Open Access";2017
"347";347;347;"true";"https://api.elsevier.com/content/abstract/scopus_id/85008145276";"SCOPUS_ID:85008145276";"2-s2.0-85008145276";"A picture is worth a thousand words: Translating product reviews into a product positioning map";"Moon S.";"International Journal of Research in Marketing";"01678116";"34";"2017-03-01";"1 March 2017";"10.1016/j.ijresmar.2016.05.007";"S016781161630074X";"Product reviews are becoming ubiquitous on the Web, representing a rich source of consumer information on a wide range of product categories (e.g., wines and hotels). Importantly, a product review reflects not only the perception and preference for a product, but also the acuity, bias, and writing style of the reviewer. This reviewer aspect has been overlooked in past studies that have drawn inferences about brands from online product reviews. Our framework combines ontology learning-based text mining and psychometric techniques to translate online product reviews into a product positioning map, while accounting for the idiosyncratic responses and writing styles of individual reviewers or a manageable number of reviewer groups (i.e., meta-reviewers). Our empirical illustrations using wine and hotel reviews demonstrate that a product review reveals information about the reviewer (for the wine example with a small number of expert reviewers) or the meta-reviewer (for the hotel example with an enormous number of reviewers reduced to a manageable number of meta-reviewers), as well as about the product under review. From a managerial perspective, product managers can use our framework focusing on meta-reviewers (e.g., traveler types and hotel reservation websites in our hotel example) as a way to obtain insights into their consumer segmentation strategy.";38;"Journal";"ar";"Article";100;2;2;"Consumer segmentation | Experience products | Online product reviews | Product positioning map | Psychometrics | Text mining";NA;22833;NA;"undefined";NA;0;FALSE;NA;"1";"265-285";NA;NA;2017
"348";348;348;"true";"https://api.elsevier.com/content/abstract/scopus_id/84994761908";"SCOPUS_ID:84994761908";"2-s2.0-84994761908";"Modeling the role of message content and influencers in social media rebroadcasting";"Zhang Y.";"International Journal of Research in Marketing";"01678116";"34";"2017-03-01";"1 March 2017";"10.1016/j.ijresmar.2016.07.003";"S0167811616300866";"We develop a model that examines the role of content, content-user fit, and influence on social media rebroadcasting behavior. While previous research has studied the role of content or the role of influence in the spread of social media content separately, none has simultaneously examined both in an effort to assess the relative effects of each. Our modeling approach also accounts for a message's “fit” with users, based on the content of the message and the content of messages typically shared by users. As an empirical application, we examine how Twitter posts originating from top business schools are subsequently rebroadcasted (or retweeted) by other users. We employ an individual-level split hazard model that accounts for variation in rebroadcasting decisions related to (1) content, (2) the content-user fit and (3) the influence of other users. We find that the rebroadcasting a message depends not only on message content but also on the message's fit with a user. Our analysis also yields measures of influence and susceptibility to influence for each user, which can be used to identify influential social media users. We demonstrate how our approach can be used to evaluate different types of seeding strategies designed to increase the reach of social media messages.";93;"Journal";"ar";"Article";100;3;3;"Bayesian estimation | Social influence | Social media | Text mining | Twitter";NA;22833;NA;"undefined";NA;0;FALSE;NA;"1";"100-119";NA;NA;2017
"349";349;349;"true";"https://api.elsevier.com/content/abstract/scopus_id/85125171404";"SCOPUS_ID:85125171404";"2-s2.0-85125171404";"@DMOs Promote Hotel Occupancy in Tourist Destinations: An Abstract";"Bigné E.";"Developments in Marketing Science: Proceedings of the Academy of Marketing Science";"23636165";NA;"2017-01-01";"2017";"10.1007/978-3-319-47331-4_198";NA;"Destination marketing organizations (DMOs) are aware of Twitter’s relevance, and they have now integrated Twitter into their own websites (Luna-Nevarez and Hyman 2012). Because of their growing practical importance, social media have become strong allies for tourism destinations. Social media are used by both tourists and providers (Leung et al. 2013), so research is needed to show social media’s direct contribution to the tourism sector. To improve our knowledge of the effect of social media in tourism, this study examines how DMOs’ use of Twitter affects hotel occupancy in tourist destinations. Our conceptual framework presents a model of the links between predictors of tourist occupancy (i.e., activity, content, followers, and actions of Twitter users with respect to accounts managed by DMOs) and the outcome (i.e., occupancy rates in tourist destinations). Five Spanish DMOs with high levels of Twitter activity before and during the 2015 Holy Week were selected for study. Using Twitter application programming interfaces, the numbers of followers, tweets, retweets, and replies tweeted by DMOs and users were obtained. Text mining was used to analyze the tweets by DMOs, differentiating between tweets related to events, tourism resources/attractions, socialization, and commercial. Data were analyzed using artificial neural networks (ANNs). The best fit was achieved through a multilayer perceptron where the content of DMO tweets, level of DMO activity, followers of DMOs, and user actions acted as predictors of occupancy in different destinations. Results show that the number of retweets and replies achieved by DMOs had a greater effect than any other predictor of the hotel occupancy rate. Furthermore, the type of content had a different influence on hotel occupancy in tourism destinations. Tweets about events strongly influenced occupancy (importance of 74 %). These tweets were concise and informative—two characteristics highly valued by users (André et al. 2012)—and hence conducive to generating interest in destinations. Although tweets about tourist resources/attractions and socialization had some influence on occupancy, these tweets were not fundamental. Finally, marketing tweets scarcely influenced occupancy in the individual models and the clustered model. Results thereby provide evidence of the impact of social media, an area that requires greater attention from scholars (Anderson 2012; Leung et al. 2013; Zeng and Gerritsen 2014). Managerial implications regarding optimizing DMOs’ Twitter strategies are discussed, and avenues for further research are highlighted. References Available Upon Request";0;"Book Series";"ch";"Book Chapter";100;3;3;"Artificial Neural Network | Conceptual Framework | Practical Importance | Social Medium | User Action";NA;21101077266;"GVA";"GVAICO2015-071";"Generalitat Valenciana";0;FALSE;"23636173";NA;"999-1000";NA;NA;2017
"350";350;350;"true";"https://api.elsevier.com/content/abstract/scopus_id/85095952316";"SCOPUS_ID:85095952316";"2-s2.0-85095952316";"Applying Text Analysis to Determine Factors That Increase the Assessed Usefulness of Online Product Reviews: An Abstract";"Fresneda J.";"Developments in Marketing Science: Proceedings of the Academy of Marketing Science";"23636165";NA;"2017-01-01";"2017";"10.1007/978-3-319-45596-9_258";NA;"Online consumer reviews (OCRs) are important in determining sales and price of products because they build trust in the seller (Pavlou and Dimoka 2006). Trust is the driving force in e-commerce (Gefen et al. 2003). One of the key ways in which trust is applied in ecommerce is through e-WOM (electronic word of mouth), such as that created through OCR (Dellarocas 2003). Accordingly, interest in OCR has increased from both academics and practitioners as a valuable source of information for consumers making online buying decisions (e.g., Archak et al. 2011). These decisions are influenced by the negative and positive information about a product or service posted online by other consumers (Forman et al. 2008).";1;"Book Series";"ch";"Book Chapter";100;2;2;NA;NA;21101077266;NA;"undefined";NA;0;FALSE;"23636173";NA;"1405-1406";NA;NA;2017
"351";351;351;"true";"https://api.elsevier.com/content/abstract/scopus_id/85027195392";"SCOPUS_ID:85027195392";"2-s2.0-85027195392";"Competitive analysis of social media data in the banking industry";"Afolabi I.T.";"International Journal of Internet Marketing and Advertising";"14775212";"11";"2017-01-01";"2017";"10.1504/IJIMA.2017.085644";NA;"Recently, most companies interact more with their customers through the social media, particularly Facebook and Twitter. This has made large amount of textual data freely available on the internet for competitive intelligence analysis, which is helping reposition more and more companies for better profit. In order to carry out competitive intelligence, financial institutions need to take note of and analyse their competitor's social media sites. This paper, therefore, aims to help the banking industry in Nigeria understand how to perform a social media competitive analysis and transform social media data into knowledge, which will form the foundation for decision-making and internet marketing of such institutions. The study describes an in-depth case study which applies text mining to analyse unstructured text content on Facebook and Twitter sites of the five largest and leading financial institutions (banks) in Nigeria: Zenith Bank, First Bank, United Bank for Africa, Access Bank and GTBank. Analysing the social media content of these institutions will increase their competitive advantage and also lead to more profit for the banking institutions in question. The results obtained from this research showed that text mining is able to reveal uncommon and non-Trivial trend for competitive advantage from social media data, and also provide specific recommendations to help banks maximise their competitive edge.";14;"Journal";"ar";"Article";100;3;3;"Banking | Clustering | Competitive intelligence | Facebook | Sentiment analysis | Social media | Text mining | Twitter";NA;4000151815;NA;"undefined";NA;0;FALSE;"17418100";"3";"183-201";"all";"All Open Access";2017
"352";352;352;"true";"https://api.elsevier.com/content/abstract/scopus_id/85010894617";"SCOPUS_ID:85010894617";"2-s2.0-85010894617";"Idea generation, creativity, and prototypicality";"Toubia O.";"Marketing Science";"07322399";"36";"2017-01-01";"January-February 2017";"10.1287/mksc.2016.0994";NA;"We explore the use of big data tools to shed new light on the idea generation process, automatically “read” ideas to identify promising ones, and help people be more creative. The literature suggests that creativity results from the optimal balance between novelty and familiarity, which can be measured based on the combinations of words in an idea. We build semantic networks where nodes represent word stems in a particular idea generation topic, and edge weights capture the degree of novelty versus familiarity of word stem combinations (i.e., the weight of an edge that connects two word stems measures their scaled co-occurrence in the relevant language). Each idea contains a set of word stems, which form a semantic subnetwork. The edge weight distribution in that subnetwork reflects how the idea balances novelty with familiarity. Based on the “beauty in averageness” effect, we hypothesize that ideas with semantic subnetworks that have a more prototypical edge weight distribution are judged as more creative. We show this effect in eight studies involving over 4,000 ideas across multiple domains. Practically, we demonstrate how our research can be used to automatically identify promising ideas and recommend words to users on the fly to help them improve their ideas.";59;"Journal";"ar";"Article";100;2;2;"Creativity | Data mining | Idea generation | Innovation | Text mining";NA;23714;"MSI";"undefined";"Marketing Science Institute";0;FALSE;"1526548X";"1";"1-20";NA;NA;2017
"353";353;353;"true";"https://api.elsevier.com/content/abstract/scopus_id/85010280492";"SCOPUS_ID:85010280492";"2-s2.0-85010280492";"Pilot eye monitoring for aircraft safety using semantic web tools &amp; technologies";"Abdullah D.";"2016 IEEE 5th Global Conference on Consumer Electronics, GCCE 2016";NA;NA;"2016-12-27";"27 December 2016";"10.1109/GCCE.2016.7800403";NA;"The condition of the pilot eyes is one of the important safety factors for the mission critical aviation business. There are so many eye diseases that can effect pilot normal working namely cataract, glaucoma, crossed eyes etc. In this paper we propose advanced analysis of eye diseases for the safety of the pilot operations. Our analysis involves using different semantic techniques in order to conclude for the presence of the mentioned eye diseases using clinical notes of the pilot. We propose using different medical ontologies and SWRL along with NLP techniques in order to predict the most prominent eye disease.";1;"Conference Proceeding";"cp";"Conference Paper";100;3;3;"aviation | cataract | crossed eyes | eye monitoring | glaucoma | semantics";"7800403";21100792701;NA;"undefined";NA;0;FALSE;NA;NA;NA;NA;NA;2016
"354";354;354;"true";"https://api.elsevier.com/content/abstract/scopus_id/84995582119";"SCOPUS_ID:84995582119";"2-s2.0-84995582119";"Cross-cultural Perceptions of Onshore Guided Tours: A Qualitative Approach Based on eWOM";"Buzova D.";"Psychology and Marketing";"07426046";"33";"2016-12-01";"1 December 2016";"10.1002/mar.20939";NA;"Recognizing the importance of the study of guided tour experiences and being aware of the cross-cultural variations of services’ perceptions, the purpose of this article is to examine if cruise tourists from the two main generating markets (Europe and North America) perceive differently a port of call guided tour based on the content of the eWOM generated. The data set was comprised of 334 reviews on guided tours undertaken in Spanish ports of call and published during the period 2009–2015 on the major travel Web site Tripadvisor. The thematic content analysis of the data was performed using the text mining software Leximancer. The results yielded different pictures for the experiences described by both cultures, with Europeans valuing the tour in terms of efficiency and North Americans praising guide's performance and tailor-made tour services. Based on these findings, practical implications are discussed.";14;"Journal";"ar";"Article";100;3;3;NA;NA;14014;NA;"undefined";NA;0;FALSE;"15206793";"12";"1054-1061";NA;NA;2016
"355";355;355;"true";"https://api.elsevier.com/content/abstract/scopus_id/84995546450";"SCOPUS_ID:84995546450";"2-s2.0-84995546450";"Self or Simulacra of Online Reviews: An Empirical Perspective";"Singh V.K.";"Psychology and Marketing";"07426046";"33";"2016-12-01";"1 December 2016";"10.1002/mar.20946";NA;"Online user-generated content includes various forms of computer-mediated online reviews, ratings, and feedback. The impact of online consumer reviews has been widely studied particularly in e-commerce, online marketing, and consumer behavior domains using text-mining and sentiment analysis. Such studies often assume that consumer-submitted online reviews truly represent consumer experiences, but multiple studies on online social networks suggest otherwise. Drawing from the social network literature, this paper investigates the impact of peers on consumer willingness to write and submit online reviews. An empirical study using data from “Yelp,” a globally used online restaurant review Web site, shows that the number of friends and fans positively impacts the number of online consumer reviews written. Implications for research and practice are discussed.";10;"Journal";"ar";"Article";100;3;3;NA;NA;14014;NA;"undefined";NA;0;FALSE;"15206793";"12";"1112-1118";"all";"All Open Access";2016
"356";356;356;"true";"https://api.elsevier.com/content/abstract/scopus_id/84995685575";"SCOPUS_ID:84995685575";"2-s2.0-84995685575";"Sentence-based text analysis for customer reviews";"Büschken J.";"Marketing Science";"07322399";"35";"2016-11-01";"November-December 2016";"10.1287/mksc.2016.0993";NA;"Firms collect an increasing amount of consumer feedback in the form of unstructured consumer reviews. These reviews contain text about consumer experiences with products and services that are different from surveys that query consumers for specific information. A challenge in analyzing unstructured consumer reviews is in making sense of the topics that are expressed in the words used to describe these experiences. We propose a new model for text analysis that makes use of the sentence structure contained in the reviews and show that it leads to improved inference and prediction of consumer ratings relative to existing models using data from www.expedia.com and www.we8there.com. Sentence-based topics are found to be more distinguished and coherent than those identified from a word-based analysis.";167;"Journal";"re";"Review";100;2;2;"Bayesian analysis | Big data | Extended LDA model | Text data | Unstructured data | User-generated content";NA;23714;NA;"undefined";NA;0;FALSE;"1526548X";"6";"953-975";NA;NA;2016
"357";357;357;"true";"https://api.elsevier.com/content/abstract/scopus_id/84979529977";"SCOPUS_ID:84979529977";"2-s2.0-84979529977";"The Role of Emotions for the Perceived Usefulness in Online Customer Reviews";"Felbermayr A.";"Journal of Interactive Marketing";"10949968";"36";"2016-11-01";"1 November 2016";"10.1016/j.intmar.2016.05.004";"S1094996816300305";"Online customer reviews often express emotions. This can enable marketers to analyze the textual content of online reviews with the aim to understand the role of emotions and how they can affect other customers. In this paper, we present an approach to extracting emotion content from online reviews in order to measure the importance of various emotion dimensions within different product categories. The approach uses an emotion lexicon to extract emotion terms, while it also builds a classification model to measure the importance of emotion dimensions based on the quality of reviews. Review quality is measured based on the usefulness of online customer reviews, which are perceived and evaluated by other customers through their helpfulness ratings. This approach allows the identification of emotion dimensions that characterize qualitative reviews. The empirical evaluation in our study suggests that trust, joy, and anticipation are the most decisive emotion dimensions, although substantial variance across product categories can also be detected. Additionally, we compared two contrasting emotion dictionaries. One lexicon was crowd-funded and contained a large vocabulary, whereas the other was more focused and smaller, since it was created word-wise by an expert. Our empirical findings indicate that the crowd-funded solution outperforms its smaller counterpart in terms of classification precision. The main implication of this study is that it adds an emotional perspective to the broad set of existing tools that marketers employ to analyzing online reviews. Our contributions are: i) we are the first to analyze emotions' role in online customer reviews; ii) we demonstrate how to develop a big data model such as this, without external assistance; iii) we show how to interpret the results of the created model; and iv) we show which dictionary to prefer when creating the model.";107;"Journal";"ar";"Article";100;2;2;"Electronic word-of-mouth | Emotions | Helpfulness | Online customer reviews | Text mining";NA;22928;NA;"undefined";NA;0;FALSE;"15206653";NA;"60-76";NA;NA;2016
"358";358;358;"true";"https://api.elsevier.com/content/abstract/scopus_id/84969884848";"SCOPUS_ID:84969884848";"2-s2.0-84969884848";"A structured analysis of unstructured big data by leveraging cloud computing";"Liu X.";"Marketing Science";"07322399";"35";"2016-05-01";"May-June 2016";"10.1287/mksc.2015.0972";NA;"Accurate forecasting of sales/consumption is particularly important for marketing because this information can be used to adjust marketing budget allocations and overall marketing strategies. Recently, online social platforms have produced an unparalleled amount of data on consumer behavior. However, two challenges have limited the use of these data in obtaining meaningful business marketing insights. First, the data are typically in an unstructured format, such as texts, images, audio, and video. Second, the sheer volume of the data makes standard analysis procedures computationally unworkable. In this study, we combine methods from cloud computing, machine learning, and text mining to illustrate how online platform content, such as Twitter, can be effectively used for forecasting. We conduct our analysis on a significant volume of nearly two billion Tweets and 400 billion Wikipedia pages. Our main findings emphasize that, by contrast to basic surface-level measures such as the volume of or sentiments in Tweets, the information content of Tweets and their timeliness significantly improve forecasting accuracy. Our method endogenously summarizes the information in Tweets. The advantage of our method is that the classification of the Tweets is based on what is in the Tweets rather than preconceived topics that may not be relevant. We also find that, by contrast to Twitter, other online data (e.g., Google Trends, Wikipedia views, IMDB reviews, and Huffington Post news) are very weak predictors of TV show demand because users tweet about TV shows before, during, and after a TV show, whereas Google searches, Wikipedia views, IMDB reviews, and news posts typically lag behind the show.";96;"Journal";"ar";"Article";100;3;3;"Big data | Cloud computing | Google trends | Text mining | Twitter | User generated content";NA;23714;NA;"undefined";NA;0;FALSE;"1526548X";"3";"363-388";NA;NA;2016
"359";359;359;"true";"https://api.elsevier.com/content/abstract/scopus_id/85086536944";"SCOPUS_ID:85086536944";"2-s2.0-85086536944";"Advanced database marketing: Innovative methodologies and applications for managing customer relationships";"Coussement K.";"Advanced Database Marketing: Innovative Methodologies and Applications for Managing Customer Relationships";NA;NA;"2016-03-23";"23 March 2016";"10.4324/9781315565682";NA;"While the definition of database marketing hasn't changed, its meaning has become more vivid, versatile and exciting than ever before. Advanced Database Marketing provides a state-of-the-art guide to the methods and applications that define this new era in database marketing, including advances in areas such as text mining, recommendation systems, internet marketing, and dynamic customer management. An impressive list of contributors including many of the thought-leaders in database marketing from across the world bring together chapters that combine the best academic research and business applications. The result is a definitive guide and reference for marketing and brand analysts, masters students, teachers and researchers in marketing analytics. The proliferation of marketing platforms and channels and the complexity of customer interactions create an urgent need for a multidisciplinary and analytical toolkit. Advanced Database Marketing is a resource to enable marketers to achieve insights and increased financial performance; to provide them with the capability to implement and evaluate approaches to marketing that will meet, in equal measure, the changing needs of customers and the businesses that serve them.";0;"Book";"bk";"Book";100;3;3;NA;NA;21100998726;NA;"undefined";NA;0;FALSE;NA;NA;"1-324";NA;NA;2016
